triplet_name,shape_name,RT
type_3,blue_triangle.png,3548.0978
type_3,brown_diamond.png,2555.419
type_3,orange_square.png,2060.3671
type_1,pale_cross.png,1948.8033
type_1,lime_moon.png,3397.287
type_1,purple_circle.png,1581.8747
type_2,grey_arrow.png,2810.1331
type_2,turquoisedark_yes.png,2362.5373
type_2,green_pentagonn.png,1906.0065
type_3,blue_triangle.png,2476.9903
type_3,lila_stick.png,2429.4769
type_3,black_arrow.png,1715.1157
type_3,blue_triangle.png,1404.2633
type_3,lila_stick.png,3410.6602
type_3,oceanblue_splash.png,1835.2851
type_1,pink_hourglass.png,5764.6585
type_1,yellow_srp.png,1303.4886
type_1,turquoise_cross.png,4661.9294
type_3,blue_triangle.png,2708.7806
type_3,brown_diamond.png,2785.1486
type_3,pink_purple_asterix.png,3643.5667
type_2,grey_arrow.png,2831.0465
type_2,sonce_lok.png,1679.9945
type_2,frog_kot.png,1870.941
type_1,pink_hourglass.png,3350.9318
type_1,lime_moon.png,1847.7374
type_1,fuxia_flag.png,1299.0833
type_2,red_heart.png,2343.4269
type_2,sonce_lok.png,3367.6547
type_2,frog_kot.png,3559.5686
type_1,pale_cross.png,5520.8172
type_1,yellow_srp.png,2936.5419
type_1,burgundy_spaka.png,3204.4352
type_2,red_heart.png,2043.2812
type_2,turquoisedark_yes.png,2612.7129
type_2,green_pentagonn.png,3825.5963
type_1,pale_cross.png,1978.1019
type_1,lime_moon.png,3242.5255
type_1,purple_circle.png,4308.741
type_3,blue_triangle.png,4150.4903
type_3,brown_diamond.png,5260.5724
type_3,orange_square.png,2147.6041
type_3,blue_triangle.png,2435.5504
type_3,lila_stick.png,4944.9729
type_3,oceanblue_splash.png,2042.8543
type_3,blue_triangle.png,3281.6413
type_3,brown_diamond.png,2776.1918
type_3,pink_purple_asterix.png,5028.9979
type_2,red_heart.png,3785.751
type_2,turquoisedark_yes.png,5722.0351
type_2,green_pentagonn.png,11695.5903
type_2,grey_arrow.png,6467.7121
type_2,turquoisedark_yes.png,7494.2201
type_2,green_pentagonn.png,8584.6237
type_1,pale_cross.png,2575.3363
type_1,yellow_srp.png,2876.2377
type_1,burgundy_spaka.png,3172.2598
type_3,blue_triangle.png,1827.4168
type_3,lila_stick.png,1720.9891
type_3,black_arrow.png,2211.7425
type_1,pink_hourglass.png,2622.3749
type_1,lime_moon.png,1419.4328
type_1,fuxia_flag.png,1735.8789
type_1,pink_hourglass.png,3079.5399
type_1,yellow_srp.png,2269.0837
type_1,turquoise_cross.png,6062.547
type_2,red_heart.png,3715.6596
type_2,sonce_lok.png,3014.8436
type_2,frog_kot.png,3087.9197
type_2,grey_arrow.png,2464.487
type_2,sonce_lok.png,1287.7427
type_2,frog_kot.png,2290.4854
type_2,grey_arrow.png,1259.2855
type_2,sonce_lok.png,2505.3523
type_2,frog_kot.png,1874.3395
type_3,blue_triangle.png,2248.0633
type_3,brown_diamond.png,7335.8042
type_3,pink_purple_asterix.png,2596.1164
type_2,red_heart.png,1480.7922
type_2,turquoisedark_yes.png,1249.9205
type_2,green_pentagonn.png,2356.4068
type_2,red_heart.png,2089.2907
type_2,sonce_lok.png,1918.1359
type_2,frog_kot.png,1630.7307
type_2,grey_arrow.png,1953.8433
type_2,turquoisedark_yes.png,10979.3347
type_2,green_pentagonn.png,6565.9228
type_3,blue_triangle.png,1833.4237
type_3,lila_stick.png,1580.6918
type_3,oceanblue_splash.png,1586.6287
type_1,pink_hourglass.png,2834.3931
type_1,lime_moon.png,1496.4637
type_1,fuxia_flag.png,1095.7971
type_1,pale_cross.png,3786.1914
type_1,lime_moon.png,1202.3898
type_1,purple_circle.png,2244.745
type_1,pink_hourglass.png,1703.1984
type_1,yellow_srp.png,1630.0946
type_1,turquoise_cross.png,1719.4517
type_3,blue_triangle.png,2503.3432
type_3,lila_stick.png,1831.8403
type_3,black_arrow.png,2822.4428
type_3,blue_triangle.png,1418.844
type_3,brown_diamond.png,3875.4224
type_3,orange_square.png,1489.3333
type_1,pale_cross.png,1325.4198
type_1,yellow_srp.png,1584.6993
type_1,burgundy_spaka.png,5450.5263
type_1,pale_cross.png,2974.497
type_1,yellow_srp.png,3344.9985
type_1,burgundy_spaka.png,3478.1015
type_3,blue_triangle.png,1941.2541
type_3,brown_diamond.png,3183.8036
type_3,orange_square.png,2731.5421
type_1,pink_hourglass.png,2484.2758
type_1,lime_moon.png,2100.8063
type_1,fuxia_flag.png,2311.5219
type_3,blue_triangle.png,21066.5852
type_3,lila_stick.png,7014.0586
type_3,black_arrow.png,2231.0924
type_2,red_heart.png,2178.5042
type_2,sonce_lok.png,2699.1837
type_2,frog_kot.png,1981.3669
type_2,grey_arrow.png,2751.05
type_2,turquoisedark_yes.png,7408.6751
type_2,green_pentagonn.png,7012.5027
type_2,red_heart.png,7167.2085
type_2,turquoisedark_yes.png,2085.4401
type_2,green_pentagonn.png,7417.6829
type_3,blue_triangle.png,9135.1008
type_3,lila_stick.png,6912.4483
type_3,oceanblue_splash.png,4348.2856
type_1,pale_cross.png,3587.2725
type_1,lime_moon.png,1425.7067
type_1,purple_circle.png,1656.4998
type_3,blue_triangle.png,1850.9734
type_3,brown_diamond.png,949.0051999
type_3,pink_purple_asterix.png,3178.9332
type_1,pink_hourglass.png,5523.8896
type_1,yellow_srp.png,2721.2981
type_1,turquoise_cross.png,3997.0775
type_2,grey_arrow.png,2922.804
type_2,sonce_lok.png,2441.7544
type_2,frog_kot.png,3028.8973
type_3,blue_triangle.png,4582.6314
type_3,brown_diamond.png,4882.9419
type_3,orange_square.png,1392.3752
type_2,grey_arrow.png,3814.5823
type_2,sonce_lok.png,1364.9696
type_2,frog_kot.png,1383.2363
type_3,blue_triangle.png,1567.5239
type_3,lila_stick.png,2804.2259
type_3,oceanblue_splash.png,16077.4677
type_2,grey_arrow.png,6033.7899
type_2,turquoisedark_yes.png,3593.6661
type_2,green_pentagonn.png,2639.9494
type_3,blue_triangle.png,1134.1723
type_3,brown_diamond.png,1619.5384
type_3,pink_purple_asterix.png,4071.4943
type_3,blue_triangle.png,1099.814
type_3,lila_stick.png,1286.3371
type_3,black_arrow.png,2660.6895
type_1,pale_cross.png,1807.5694
type_1,lime_moon.png,2336.7882
type_1,purple_circle.png,1790.0619
type_2,red_heart.png,1758.1485
type_2,sonce_lok.png,1297.1141
type_2,frog_kot.png,1332.7887
type_1,pink_hourglass.png,1327.2598
type_1,lime_moon.png,1132.2013
type_1,fuxia_flag.png,1580.9121
type_2,red_heart.png,1527.064
type_2,turquoisedark_yes.png,1675.1761
type_2,green_pentagonn.png,1072.2822
type_1,pink_hourglass.png,1012.0502
type_1,yellow_srp.png,1188.8369
type_1,turquoise_cross.png,967.6086
type_1,pale_cross.png,987.9439
type_1,yellow_srp.png,1145.2394
type_1,burgundy_spaka.png,3834.7815
type_2,red_heart.png,1435.2967
type_2,sonce_lok.png,3691.6726
type_2,frog_kot.png,2223.1089
type_1,pale_cross.png,5206.4583
type_1,lime_moon.png,2384.0383
type_1,purple_circle.png,2887.9544
type_3,blue_triangle.png,2101.4974
type_3,brown_diamond.png,3999.7008
type_3,orange_square.png,3724.5837
type_1,pink_hourglass.png,3048.7545
type_1,yellow_srp.png,1139.8453
type_1,turquoise_cross.png,3616.5139
type_2,red_heart.png,1075.7293
type_2,turquoisedark_yes.png,3368.3192
type_2,green_pentagonn.png,2035.1753
type_3,blue_triangle.png,1001.0899
type_3,lila_stick.png,999.4073
type_3,black_arrow.png,2266.1121
type_2,grey_arrow.png,3353.7517
type_2,sonce_lok.png,1501.464
type_2,frog_kot.png,1131.895
type_1,pale_cross.png,1438.9941
type_1,yellow_srp.png,1143.8896
type_1,burgundy_spaka.png,1149.0682
type_1,pink_hourglass.png,1899.243
type_1,lime_moon.png,898.3388
type_1,fuxia_flag.png,2634.679
type_3,blue_triangle.png,956.4614
type_3,lila_stick.png,784.3091
type_3,oceanblue_splash.png,3939.6366
type_2,grey_arrow.png,1667.8949
type_2,turquoisedark_yes.png,1148.6816
type_2,green_pentagonn.png,3307.0765
type_3,blue_triangle.png,3108.8263
type_3,brown_diamond.png,3654.8994
type_3,pink_purple_asterix.png,2917.907
type_3,blue_triangle.png,1133.2983
type_3,lila_stick.png,1067.7068
type_3,black_arrow.png,953.3981
type_3,blue_triangle.png,945.8919
type_3,brown_diamond.png,665.1064
type_3,pink_purple_asterix.png,1476.1193
type_1,pink_hourglass.png,817.0274
type_1,lime_moon.png,644.4422
type_1,fuxia_flag.png,1058.9128
type_3,blue_triangle.png,801.723
type_3,brown_diamond.png,1228.4182
type_3,orange_square.png,2009.9258
type_1,pale_cross.png,1705.1312
type_1,lime_moon.png,924.0242
type_1,purple_circle.png,987.7495
type_1,pink_hourglass.png,903.5701
type_1,yellow_srp.png,584.6022
type_1,turquoise_cross.png,3322.3155
type_2,red_heart.png,963.7121001
type_2,turquoisedark_yes.png,774.2608
type_2,green_pentagonn.png,1093.8947
type_2,grey_arrow.png,990.8839
type_2,sonce_lok.png,3141.5122
type_2,frog_kot.png,1152.8553
type_2,grey_arrow.png,1949.3211
type_2,turquoisedark_yes.png,3831.2274
type_2,green_pentagonn.png,3199.0787
type_1,pale_cross.png,4718.2358
type_1,yellow_srp.png,2145.5089
type_1,burgundy_spaka.png,4878.7102
type_2,red_heart.png,1651.4794
type_2,sonce_lok.png,1419.7928
type_2,frog_kot.png,1563.3129
type_3,blue_triangle.png,2735.0074
type_3,lila_stick.png,2299.4607
type_3,oceanblue_splash.png,4138.73
type_2,red_heart.png,1329.8759
type_2,sonce_lok.png,1458.4127
type_2,frog_kot.png,2046.567
type_2,grey_arrow.png,1098.0273
type_2,turquoisedark_yes.png,1421.094
type_2,green_pentagonn.png,1167.1792
type_2,grey_arrow.png,1059.8575
type_2,sonce_lok.png,1026.8157
type_2,frog_kot.png,987.1574
type_2,red_heart.png,801.5322
type_2,turquoisedark_yes.png,864.55
type_2,green_pentagonn.png,910.881
type_1,pale_cross.png,848.1383
type_1,lime_moon.png,1209.3608
type_1,purple_circle.png,1920.9715
type_1,pink_hourglass.png,1483.1215
type_1,yellow_srp.png,8099.2237
type_1,turquoise_cross.png,2443.9232
type_3,blue_triangle.png,6727.7307
type_3,brown_diamond.png,638.8324
type_3,pink_purple_asterix.png,659.4222
type_3,blue_triangle.png,762.26
type_3,brown_diamond.png,488.2108
type_3,orange_square.png,606.4459
type_3,blue_triangle.png,837.9408
type_3,lila_stick.png,871.6304
type_3,oceanblue_splash.png,846.1971999
type_1,pink_hourglass.png,705.2208
type_1,lime_moon.png,2553.8668
type_1,fuxia_flag.png,968.6006
type_3,blue_triangle.png,792.1697
type_3,lila_stick.png,873.3929
type_3,black_arrow.png,2814.4226
type_1,pale_cross.png,2499.3381
type_1,yellow_srp.png,879.3276999
type_1,burgundy_spaka.png,1529.396
type_3,blue_triangle.png,791.6585
type_3,lila_stick.png,780.4427
type_3,oceanblue_splash.png,963.7595
type_3,blue_triangle.png,2360.5509
type_3,lila_stick.png,958.7009
type_3,black_arrow.png,972.2898
type_1,pink_hourglass.png,1018.6805
type_1,lime_moon.png,604.8219
type_1,fuxia_flag.png,1032.1323
type_3,blue_triangle.png,959.0225
type_3,brown_diamond.png,2036.4517
type_3,pink_purple_asterix.png,1536.93
type_2,grey_arrow.png,1133.5875
type_2,turquoisedark_yes.png,1904.2642
type_2,green_pentagonn.png,1269.5398
type_2,red_heart.png,1294.2906
type_2,sonce_lok.png,1018.1484
type_2,frog_kot.png,955.1301
type_1,pale_cross.png,1077.2715
type_1,lime_moon.png,1138.0328
type_1,purple_circle.png,870.7392
type_3,blue_triangle.png,843.0802
type_3,brown_diamond.png,1093.53
type_3,orange_square.png,1321.8664
type_1,pink_hourglass.png,3199.8985
type_1,yellow_srp.png,1160.8177
type_1,turquoise_cross.png,1982.8352
type_2,grey_arrow.png,1367.769
type_2,sonce_lok.png,1749.4577
type_2,frog_kot.png,3587.4213
type_2,red_heart.png,1691.5895
type_2,turquoisedark_yes.png,719.3546
type_2,green_pentagonn.png,653.9983
type_1,pale_cross.png,729.0359
type_1,yellow_srp.png,882.3885
type_1,burgundy_spaka.png,2548.2482
type_1,pale_cross.png,2228.9998
type_1,lime_moon.png,11892.7878
type_1,purple_circle.png,6739.8328
type_2,red_heart.png,1101.3163
type_2,turquoisedark_yes.png,739.5638
type_2,green_pentagonn.png,642.1024
type_1,pale_cross.png,636.8046
type_1,yellow_srp.png,692.2896
type_1,burgundy_spaka.png,815.912
type_2,red_heart.png,783.6266
type_2,sonce_lok.png,1231.528
type_2,frog_kot.png,2406.3946
type_1,pink_hourglass.png,10566.9909
type_1,lime_moon.png,395.7604
type_1,fuxia_flag.png,1344.4794
type_3,blue_triangle.png,875.5357
type_3,lila_stick.png,906.9899
type_3,black_arrow.png,929.3968
type_1,pink_hourglass.png,2732.7664
type_1,yellow_srp.png,1281.5832
type_1,turquoise_cross.png,388.6235
type_2,grey_arrow.png,88.65520003
type_2,sonce_lok.png,2954.5649
type_2,frog_kot.png,1095.7534
type_3,blue_triangle.png,745.0233
type_3,brown_diamond.png,598.7331
type_3,orange_square.png,828.9404
type_3,blue_triangle.png,929.8845
type_3,brown_diamond.png,573.4334
type_3,pink_purple_asterix.png,878.928
type_3,blue_triangle.png,869.3198
type_3,lila_stick.png,1319.2812
type_3,oceanblue_splash.png,2044.2793
type_2,grey_arrow.png,1575.6929
type_2,turquoisedark_yes.png,1325.0924
type_2,green_pentagonn.png,1606.4869
type_2,grey_arrow.png,1333.6026
type_2,sonce_lok.png,1015.4087
type_2,frog_kot.png,1140.496
type_2,red_heart.png,2058.9322
type_2,turquoisedark_yes.png,1209.1012
