triplet_name,shape_name,RT
type_1,turquoisedark_yes.png,2066.438
type_1,fuxia_flag.png,2716.9385
type_1,blue_triangle.png,2374.7111
type_3,red_heart.png,2923.7956
type_3,frog_kot.png,2134.3912
type_3,orange_square.png,3339.6648
type_3,red_heart.png,3051.9251
type_3,lime_moon.png,3279.288
type_3,brown_diamond.png,3348.1771
type_2,black_arrow.png,3188.5659
type_2,burgundy_spaka.png,3311.664
type_2,pink_hourglass.png,3269.0754
type_2,grey_arrow.png,2618.0746
type_2,burgundy_spaka.png,2851.334
type_2,pink_hourglass.png,2365.6417
type_2,grey_arrow.png,4002.1715
type_2,purple_circle.png,2633.4788
type_2,sonce_lok.png,2986.715
type_3,red_heart.png,2466.9048
type_3,frog_kot.png,2928.842
type_3,lila_stick.png,3228.7739
type_1,turquoisedark_yes.png,3133.8535
type_1,turquoise_cross.png,6286.5739
type_1,oceanblue_splash.png,4627.5113
type_1,yellow_srp.png,3662.8612
type_1,turquoise_cross.png,3162.2884
type_1,pale_cross.png,4213.7586
type_1,yellow_srp.png,3262.1328
type_1,fuxia_flag.png,3329.3261
type_1,pink_purple_asterix.png,3305.1235
type_3,red_heart.png,3106.7958
type_3,lime_moon.png,3037.0485
type_3,green_pentagonn.png,5021.9291
type_2,black_arrow.png,3144.1152
type_2,purple_circle.png,3551.4292
type_2,sonce_lok.png,3345.5027
type_1,turquoisedark_yes.png,3454.9013
type_1,fuxia_flag.png,3829.396
type_1,blue_triangle.png,10270.8969
type_3,red_heart.png,4989.6719
type_3,frog_kot.png,3313.8744
type_3,orange_square.png,4618.2278
type_1,yellow_srp.png,3637.2091
type_1,turquoise_cross.png,2172.2261
type_1,pale_cross.png,3614.6022
type_3,red_heart.png,3348.2704
type_3,frog_kot.png,4289.3024
type_3,lila_stick.png,3329.4558
type_2,black_arrow.png,3770.758
type_2,burgundy_spaka.png,3587.5645
type_2,pink_hourglass.png,2702.9991
type_1,turquoisedark_yes.png,4364.8145
type_1,turquoise_cross.png,2854.859
type_1,oceanblue_splash.png,3258.1233
type_2,black_arrow.png,3427.089
type_2,purple_circle.png,2970.0121
type_2,sonce_lok.png,2453.3938
type_3,red_heart.png,2353.5996
type_3,lime_moon.png,3441.8504
type_3,brown_diamond.png,3345.7391
type_2,grey_arrow.png,2293.537
type_2,purple_circle.png,2551.4523
type_2,sonce_lok.png,4461.3903
type_3,red_heart.png,4537.7348
type_3,lime_moon.png,3012.5368
type_3,green_pentagonn.png,3389.7132
type_1,yellow_srp.png,4595.9047
