triplet_name,shape_name,RT
type_2,orange_square.png,6164.89
type_2,pink_hourglass.png,3331.9844
type_2,lila_stick.png,3290.0576
type_3,oceanblue_splash.png,3813.1863
type_3,fuxia_flag.png,3684.432
type_3,frog_kot.png,3467.285
type_1,burgundy_spaka.png,3278.4194
type_1,brown_diamond.png,3184.1278
type_1,turquoise_cross.png,3172.2162
type_2,blue_triangle.png,3674.851
type_2,pale_cross.png,4135.3814
type_2,sonce_lok.png,3756.1197
type_1,black_arrow.png,3710.1453
type_1,brown_diamond.png,5089.9894
type_1,green_pentagonn.png,3597.2006
type_3,oceanblue_splash.png,4883.8878
type_3,fuxia_flag.png,11361.4905
type_3,yellow_srp.png,5538.8852
type_2,orange_square.png,4939.7984
type_2,pale_cross.png,5433.4107
type_2,sonce_lok.png,5812.0779
type_3,oceanblue_splash.png,3226.5091
type_3,pink_purple_asterix.png,5831.6029
type_3,purple_circle.png,4976.4629
type_1,black_arrow.png,6058.3286
type_1,grey_arrow.png,4203.6364
type_1,lime_moon.png,4536.1181
type_2,blue_triangle.png,4203.2583
type_2,pink_hourglass.png,5690.5046
type_2,lila_stick.png,4858.8475
type_3,oceanblue_splash.png,4565.4068
type_3,pink_purple_asterix.png,6187.5308
type_3,turquoisedark_yes.png,6095.9704
type_1,burgundy_spaka.png,6602.7451
type_1,grey_arrow.png,4692.3807
type_1,red_heart.png,4677.135
type_3,oceanblue_splash.png,5975.4949
type_3,pink_purple_asterix.png,5967.4537
type_3,turquoisedark_yes.png,3466.4049
type_2,blue_triangle.png,4510.6693
type_2,pink_hourglass.png,5134.1053
type_2,lila_stick.png,5489.3987
type_2,blue_triangle.png,6412.4674
type_2,pale_cross.png,6966.5439
type_2,sonce_lok.png,4789.954
type_3,oceanblue_splash.png,3333.1478
type_3,pink_purple_asterix.png,7522.0443
type_3,purple_circle.png,8104.1521
type_3,oceanblue_splash.png,2709.3468
type_3,fuxia_flag.png,7731.1607
type_3,yellow_srp.png,3529.2203
type_2,orange_square.png,2836.8612
