triplet_name,shape_name,RT
type_3,pink_purple_asterix.png,2851.2399
type_3,burgundy_spaka.png,4075.3903
type_3,purple_circle.png,2986.7482
type_2,lila_stick.png,3057.7087
type_2,frog_kot.png,3617.299
type_2,yellow_srp.png,3764.5813
type_1,grey_arrow.png,2678.1751
type_1,fuxia_flag.png,2668.4035
type_1,brown_diamond.png,3387.8548
type_1,pale_cross.png,3188.3264
type_1,fuxia_flag.png,3020.9734
type_1,turquoisedark_yes.png,2689.2442
type_3,pink_purple_asterix.png,3628.8475
type_3,turquoise_cross.png,5683.0616
type_3,orange_square.png,5747.2134
type_3,pink_purple_asterix.png,2520.7986
type_3,burgundy_spaka.png,1954.5829
type_3,pink_hourglass.png,3746.9779
type_2,black_arrow.png,2897.6091
type_2,green_pentagonn.png,3253.6133
type_2,red_heart.png,5876.2245
type_2,lila_stick.png,3795.5376
type_2,green_pentagonn.png,3903.2196
type_2,red_heart.png,3546.8961
type_1,pale_cross.png,3292.7567
type_1,sonce_lok.png,3522.2012
type_1,lime_moon.png,3747.6447
type_2,black_arrow.png,4467.9562
type_2,frog_kot.png,4559.3751
type_2,yellow_srp.png,4466.9395
type_3,pink_purple_asterix.png,4397.5669
type_3,turquoise_cross.png,3814.9842
type_3,blue_triangle.png,3290.2111
type_1,grey_arrow.png,3331.0698
type_1,sonce_lok.png,4052.2544
type_1,oceanblue_splash.png,3283.1178
type_2,lila_stick.png,2692.2181
type_2,frog_kot.png,4199.2509
type_2,yellow_srp.png,4209.6944
type_2,black_arrow.png,3370.6588
type_2,green_pentagonn.png,3431.0179
type_2,red_heart.png,4284.5754
type_1,grey_arrow.png,2939.923
type_1,fuxia_flag.png,3488.4217
type_1,brown_diamond.png,3851.749
type_2,black_arrow.png,4506.4079
type_2,frog_kot.png,3261.3647
type_2,yellow_srp.png,3259.3542
type_1,grey_arrow.png,3226.5562
type_1,sonce_lok.png,3426.8882
type_1,oceanblue_splash.png,2979.2563
type_1,pale_cross.png,4187.3952
type_1,sonce_lok.png,3610.0716
type_1,lime_moon.png,2458.5283
type_1,pale_cross.png,2052.6986
type_1,fuxia_flag.png,1824.4685
type_1,turquoisedark_yes.png,3159.1547
type_3,pink_purple_asterix.png,1682.7679
type_3,turquoise_cross.png,1769.733
type_3,blue_triangle.png,3591.1591
type_3,pink_purple_asterix.png,2726.0141
type_3,turquoise_cross.png,2450.3515
type_3,orange_square.png,2813.7141
type_3,pink_purple_asterix.png,3667.4016
type_3,burgundy_spaka.png,2901.6353
type_3,pink_hourglass.png,2615.3272
type_3,pink_purple_asterix.png,2114.6958
type_3,burgundy_spaka.png,2642.62
type_3,purple_circle.png,3231.2813
type_2,lila_stick.png,2637.9619
type_2,green_pentagonn.png,2233.2935
type_2,red_heart.png,2690.6249
type_2,black_arrow.png,2037.9394
type_2,frog_kot.png,3945.9304
type_2,yellow_srp.png,3319.3695
type_1,pale_cross.png,5082.5217
type_1,sonce_lok.png,2637.4543
type_1,lime_moon.png,3798.2473
type_1,grey_arrow.png,2737.6076
type_1,fuxia_flag.png,8505.8938
type_1,brown_diamond.png,3398.1995
type_1,pale_cross.png,4073.9966
type_1,fuxia_flag.png,3772.7162
type_1,turquoisedark_yes.png,5056.0251
type_3,pink_purple_asterix.png,2046.3474
type_3,turquoise_cross.png,1634.8575
type_3,blue_triangle.png,2938.574
type_2,lila_stick.png,4422.0422
type_2,green_pentagonn.png,2402.3133
type_2,red_heart.png,1611.8126
type_1,grey_arrow.png,3199.3841
type_1,sonce_lok.png,2512.0436
type_1,oceanblue_splash.png,4796.2419
type_2,black_arrow.png,1423.5943
type_2,green_pentagonn.png,2336.7007
type_2,red_heart.png,1792.0107
type_3,pink_purple_asterix.png,1564.2878
type_3,turquoise_cross.png,1993.516
type_3,orange_square.png,2957.4081
type_3,pink_purple_asterix.png,2085.0646
type_3,burgundy_spaka.png,2831.7096
type_3,pink_hourglass.png,3530.6805
type_3,pink_purple_asterix.png,1972.2451
type_3,burgundy_spaka.png,2076.8623
type_3,purple_circle.png,4208.6066
type_2,lila_stick.png,2793.086
type_2,frog_kot.png,3099.7384
type_2,yellow_srp.png,2950.6594
type_1,pale_cross.png,2846.2208
type_1,fuxia_flag.png,5492.5453
type_1,turquoisedark_yes.png,1811.0801
type_1,pale_cross.png,2811.0316
type_1,sonce_lok.png,3976.8941
type_1,lime_moon.png,2018.6631
type_2,black_arrow.png,2108.7501
type_2,green_pentagonn.png,3278.1077
type_2,red_heart.png,1816.43
type_2,lila_stick.png,3135.4994
type_2,frog_kot.png,2795.6503
type_2,yellow_srp.png,1995.0793
type_3,pink_purple_asterix.png,1769.7473
type_3,turquoise_cross.png,1462.9975
type_3,blue_triangle.png,2245.2702
type_1,grey_arrow.png,2650.7861
type_1,sonce_lok.png,2633.8433
type_1,oceanblue_splash.png,3756.7046
type_3,pink_purple_asterix.png,1661.8355
type_3,burgundy_spaka.png,2130.3137
type_3,pink_hourglass.png,2041.0731
type_2,lila_stick.png,2775.9673
type_2,green_pentagonn.png,2592.2539
type_2,red_heart.png,2517.7523
type_3,pink_purple_asterix.png,1359.4077
type_3,turquoise_cross.png,1483.1584
type_3,orange_square.png,3960.6217
type_2,black_arrow.png,1629.8961
type_2,frog_kot.png,4087.8352
type_2,yellow_srp.png,4628.0248
type_1,grey_arrow.png,4417.6995
type_1,fuxia_flag.png,2220.7417
type_1,brown_diamond.png,3940.0994
type_3,pink_purple_asterix.png,1710.8729
type_3,burgundy_spaka.png,4732.5049
type_3,purple_circle.png,2397.2707
type_2,black_arrow.png,3682.8421
type_2,frog_kot.png,3544.4795
type_2,yellow_srp.png,6191.034
type_2,lila_stick.png,1754.6376
type_2,green_pentagonn.png,2843.6358
type_2,red_heart.png,2076.1028
type_1,grey_arrow.png,2271.094
type_1,sonce_lok.png,1958.6497
type_1,oceanblue_splash.png,2218.8446
type_2,lila_stick.png,3168.0942
type_2,frog_kot.png,2643.1767
type_2,yellow_srp.png,2475.3649
type_1,grey_arrow.png,3150.4577
type_1,fuxia_flag.png,5634.0141
type_1,brown_diamond.png,3236.2622
type_2,black_arrow.png,2139.3752
type_2,green_pentagonn.png,3803.1008
type_2,red_heart.png,1587.8607
type_3,pink_purple_asterix.png,2261.3592
type_3,burgundy_spaka.png,4445.3372
type_3,pink_hourglass.png,2465.9821
type_3,pink_purple_asterix.png,1453.3704
type_3,turquoise_cross.png,1606.2394
type_3,orange_square.png,4217.9707
type_3,pink_purple_asterix.png,1509.2524
type_3,turquoise_cross.png,2223.4607
type_3,blue_triangle.png,4558.9977
type_3,pink_purple_asterix.png,1281.6124
type_3,burgundy_spaka.png,5867.562
type_3,purple_circle.png,3412.2642
type_1,pale_cross.png,1991.4143
type_1,sonce_lok.png,2313.3658
type_1,lime_moon.png,1918.0407
type_1,pale_cross.png,2172.3483
type_1,fuxia_flag.png,1654.521
type_1,turquoisedark_yes.png,2385.1329
type_3,pink_purple_asterix.png,1528.2943
type_3,turquoise_cross.png,1585.8651
type_3,blue_triangle.png,2792.604
type_2,black_arrow.png,1469.4488
type_2,frog_kot.png,2464.292
type_2,yellow_srp.png,2504.1327
type_2,lila_stick.png,1740.7572
type_2,frog_kot.png,2180.3391
type_2,yellow_srp.png,1357.3232
type_1,pale_cross.png,1983.6475
type_1,sonce_lok.png,5160.5977
type_1,lime_moon.png,3075.6588
type_2,black_arrow.png,1277.2467
type_2,green_pentagonn.png,2299.4385
type_2,red_heart.png,1556.796
type_3,pink_purple_asterix.png,1762.5529
type_3,burgundy_spaka.png,2091.7676
